fid,id_plot,dbh,statut_vit,deg_tronc,deg_houp,deg_aplomb,num_onf,reserve,essence_com,essence,date_heure,commentaire,pointeur,tablette
"619","66",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:57:39,,,
"620","66",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:05,,,
"621","66",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:10,,,
"622","66",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:19,,,
"623","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:31,,,
"624","66",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:36,,,
"625","66",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:51,,,
"626","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:58:56,,,
"627","66",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:59:22,,,
"628","66",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:59:34,,,
"629","66",15,mort,,,,,,,,2024/09/18 21:59:43,,,
"630","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:59:50,,,
"631","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 21:59:54,,,
"632","66",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:00:35,,,
"633","61",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:06:04,,,
"634","61",80,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir ,2024/09/18 22:06:35,,,
"635","61",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:06:58,,,
"636","61",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:07:13,,,
"637","61",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:07:59,,,
"638","61",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 22:08:05,,,
"639","61",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,false,,2024/09/18 22:08:25,,,
"640","61",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:00,,,
"641","61",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:13,,,
"642","61",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:24,,,
"643","61",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:30,,,
"644","61",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:37,,,
"645","61",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:09:56,,,
"646","61",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:10:01,,,
"647","61",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:10:12,,,
"648","61",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:10:24,,,
"649","61",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:10:44,,,
"650","61",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:10:52,,,
"651","61",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:11:12,,,
"652","61",65,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angelique ,2024/09/18 22:11:45,,,
"653","61",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:11:56,,,
"654","61",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:12:14,,,
"655","61",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:12:19,,,
"656","61",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:12:35,,,
"657","62",65,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wacapou ,2024/09/18 22:29:14,,,
"658","62",70,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Gaillac,2024/09/18 22:29:31,,,
"659","62",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:30:06,,,
"660","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:30:23,,,
"661","62",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:30:45,,,
"662","62",70,mort,,,,,,,,2024/09/18 22:30:53,,,
"663","62",15,mort,,,,,,,,2024/09/18 22:31:10,,,
"664","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:31:44,,,
"665","62",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:31:50,,,
"666","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:31:55,,,
"667","62",15,mort,,,,,,,,2024/09/18 22:32:01,,,
"668","62",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:32:13,,,
"669","62",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:32:34,,,
"670","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:32:40,,,
"671","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:33:35,,,
"672","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:33:41,,,
"673","62",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:34:24,,,
"674","62",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:34:30,,,
"675","62",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:34:52,,,
"676","62",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:35:10,,,
"677","62",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:35:43,,,
"678","57",80,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:40:11,,,
"679","57",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:40:40,,,
"680","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir ,2024/09/18 22:40:50,,,
"681","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:41:07,,,
"682","57",10,mort,,,,,,,,2024/09/18 22:41:14,,,
"683","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:41:25,,,
"684","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Yayamadou montagne,2024/09/18 22:41:32,Supprimer un non commercial ,,
"685","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:42:28,,,
"686","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:42:35,,,
"687","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Amourette,2024/09/18 22:43:00,,,
"688","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:43:29,,,
"689","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:43:34,,,
"690","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:43:39,,,
"691","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:44:29,,,
"692","57",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:44:45,,,
"693","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:44:51,,,
"694","57",20,mort,,,,,,,,2024/09/18 22:44:56,,,
"695","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:45:42,,,
"696","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:45:48,,,
"697","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:46:01,,,
"698","57",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:46:15,,,
"699","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot noir ,2024/09/18 22:46:20,,,
"700","57",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,false,,Cèdre noir ,2024/09/18 22:46:39,,,
"701","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:47:10,,,
"702","57",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:47:15,,,
"703","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:47:20,,,
"704","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:47:43,,,
"705","57",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 22:47:48,,,
"706","57",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Mahot rouge ,2024/09/18 22:47:54,Supprimer un non commercial ,,
"707","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:02:32,,,
"708","89",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 16:02:49,,,
"709","89",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Pacoi baril,2024/09/18 16:03:24,,,
"710","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:04:26,,,
"711","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:04:34,,,
"712","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:05:07,,,
"713","89",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir,2024/09/18 16:05:45,,,
"714","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:06:08,,,
"715","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir,2024/09/18 16:06:15,,,
"716","89",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:06:29,,,
"717","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:07:05,,,
"718","89",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:07:32,,,
"719","89",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro rouge,2024/09/18 16:07:50,,,
"720","89",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir,2024/09/18 16:08:04,,,
"721","89",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:08:54,,,
"722","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:09:00,,,
"723","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:09:18,,,
"724","89",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:09:23,,,
"725","89",40,vivant,,,,,,,,2024/09/18 16:09:48,,,
"726","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:10:35,,,
"727","89",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa ,2024/09/18 16:10:42,,,
"728","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:11:33,,,
"729","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir,2024/09/18 16:11:40,,,
"730","89",25,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:11:54,,,
"731","89",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir,2024/09/18 16:12:08,,,
"732","89",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:12:24,,,
"733","89",80,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Alimiao ,2024/09/18 16:12:30,,,
"734","89",90,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 16:12:54,,,
"735","89",55,mort,,,,,,true,Wapa ,2024/09/18 16:13:36,,,
"736","89",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:14:10,,,
"737","88",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 16:22:52,,,
"738","88",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:23:11,,,
"739","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:23:18,,,
"740","88",45,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 16:24:54,,,
"741","88",30,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:25:14,,,
"742","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:25:25,,,
"743","88",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:25:34,,,
"744","88",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:25:40,,,
"745","88",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:26:09,,,
"746","88",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:26:40,,,
"747","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:26:47,,,
"748","88",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:26:57,,,
"749","88",70,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro rouge ,2024/09/18 16:27:56,,,
"750","88",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:28:23,,,
"751","88",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:28:28,,,
"752","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:28:47,,,
"753","88",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wacapou ,2024/09/18 16:29:02,,,
"754","88",60,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:29:19,,,
"755","88",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:29:39,,,
"756","88",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:29:52,,,
"757","88",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:29:57,,,
"758","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wacapou ,2024/09/18 16:30:02,,,
"759","88",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:30:12,,,
"760","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:31:09,,,
"761","88",110,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Kobe ,2024/09/18 16:32:13,,,
"762","88",70,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Alimiao ,2024/09/18 16:32:27,,,
"763","88",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 16:32:53,,,
"764","87",90,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Cèdre noir ,2024/09/18 17:25:59,,,
"765","87",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Ébène vert,2024/09/18 17:26:36,,,
"766","87",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,Maro noir ,2024/09/18 17:26:58,,,
"767","87",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 17:27:25,,,
"768","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro rouge ,2024/09/18 17:27:43,,,
"769","87",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:14,,,
"770","87",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:21,,,
"771","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:28,,,
"772","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:33,,,
"773","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:47,,,
"774","87",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:28:52,,,
"775","87",30,vivant,1 - Petites blessures (<200cm²),,,,,,,2024/09/18 17:29:02,,,
"776","87",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:29:31,,,
"777","87",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:30:13,,,
"778","87",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:30:46,,,
"779","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:10,,,
"780","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:16,,,
"781","87",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:21,,,
"782","87",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:27,,,
"783","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:31,,,
"784","87",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:39,,,
"785","87",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:31:54,,,
"786","87",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:32:00,,,
"787","74",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:48:11,,,
"788","74",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:48:33,,,
"789","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir ,2024/09/18 17:48:55,,,
"790","74",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Maro noir ,2024/09/18 17:49:13,,,
"791","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:33,,,
"792","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:38,,,
"793","74",25,mort,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:43,,,
"794","74",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:50:52,,,
"795","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:17,,,
"796","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:25,,,
"797","74",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:30,,,
"798","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:51,,,
"799","74",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:51:55,,,
"800","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:52:00,,,
"801","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:52:13,,,
"802","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:52:49,,,
"803","74",55,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa ,2024/09/18 17:53:18,,,
"804","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:53:31,,,
"805","74",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:53:49,,,
"806","74",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:53:53,,,
"807","74",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:53:58,,,
"808","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 17:54:21,,,
"809","74",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Angélique ,2024/09/18 17:54:29,,,
"810","73",85,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:07:43,,,
"811","73",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:09:19,,,
"812","73",100,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Dodo misinga ,2024/09/18 18:09:25,,,
"813","73",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:09:48,,,
"814","73",20,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Boco ,2024/09/18 18:09:57,,,
"815","73",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:10:20,,,
"816","73",40,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 18:11:34,,,
"817","73",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:46,,,
"818","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:52,,,
"819","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:11:58,,,
"820","73",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 18:12:44,,,
"821","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:12:55,,,
"822","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:01,,,
"823","73",50,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa falcata ,2024/09/18 18:13:13,,,
"824","73",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:32,,,
"825","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:13:37,,,
"826","73",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 18:13:42,,,
"827","73",35,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,true,Wapa,2024/09/18 18:14:20,,,
"828","73",30,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:14:43,,,
"829","73",25,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:14:57,,,
"830","73",10,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:15:03,,,
"831","73",15,intact,0 - Aucune blessure,0 - Aucune branche endommagée,0 - Arbre droit,,,,,2024/09/18 18:15:22,,,
